Stazione,Inquinante,Data,Ora,Valore,"Unità di misura"
"Via Bolzano","Biossido di Azoto",2013-11-08,10,49,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-08,11,38,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-08,12,47,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-08,13,38,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-08,14,36,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-08,15,31,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-08,16,46,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-08,17,44,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-08,18,63,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-08,19,66,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-08,20,75,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-08,21,60,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-08,22,52,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-08,23,49,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-08,24,43,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-09,1,40,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-09,2,35,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-09,3,31,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-09,4,32,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-09,5,29,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-09,6,30,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-09,7,31,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-09,8,34,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-09,9,33,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-09,10,32,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-09,11,32,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-09,12,34,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-09,13,30,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-09,14,29,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-09,15,40,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-09,16,43,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-09,17,49,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-09,18,55,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-09,19,46,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-09,20,32,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-09,21,28,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-09,22,20,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-09,23,26,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-09,24,29,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-10,1,53,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-10,2,37,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-10,3,18,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-10,4,17,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-10,5,12,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-10,6,24,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-10,7,29,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-10,8,33,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-10,9,30,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-10,10,27,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-10,11,30,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-10,12,32,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-10,13,31,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-10,14,24,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-10,15,24,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-10,16,27,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-10,17,27,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-10,18,29,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-10,19,31,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-10,20,30,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-10,21,28,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-10,22,17,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-10,23,9,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-10,24,6,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-11,1,4,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-11,2,3,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-11,3,3,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-11,4,4,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-11,5,4,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-11,6,4,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-11,7,5,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-11,8,6,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-11,9,9,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-11,10,6,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-11,11,6,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-11,12,7,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-11,13,7,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-11,14,9,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-11,15,7,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-11,16,11,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-11,17,8,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-11,18,9,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-11,19,12,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-11,20,12,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-11,21,9,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-11,22,10,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-11,23,15,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-11,24,17,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-12,1,12,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-12,2,9,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-12,3,9,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-12,4,9,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-12,5,12,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-12,6,20,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-12,7,45,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-12,8,59,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-12,9,59,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-12,10,47,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-12,11,29,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-12,12,34,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-12,13,34,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-12,14,38,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-12,15,41,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-12,16,72,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-12,17,91,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-12,18,69,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-12,19,110,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-12,20,108,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-12,21,78,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-12,22,64,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-12,23,56,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-12,24,53,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-13,1,42,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-13,2,38,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-13,3,33,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-13,4,34,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-13,5,31,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-13,6,34,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-13,7,39,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-13,8,52,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-13,9,51,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-13,10,51,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-13,11,51,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-13,12,37,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-13,13,72,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-13,14,83,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-13,15,99,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-13,16,80,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-13,17,104,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-13,18,116,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-13,19,118,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-13,20,128,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-13,21,98,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-13,22,71,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-13,23,72,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-13,24,68,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-14,1,49,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-14,2,39,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-14,3,31,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-14,4,30,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-14,5,25,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-14,6,33,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-14,7,36,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-14,8,47,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-14,9,53,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-14,10,41,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-14,11,49,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-14,12,45,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-14,13,55,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-14,14,73,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-14,15,76,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-14,16,81,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-14,17,107,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-14,18,115,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-14,19,103,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-14,20,84,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-14,21,65,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-14,22,47,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-14,23,41,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-14,24,28,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-15,1,19,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-15,2,15,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-15,3,13,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-15,4,11,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-15,5,14,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-15,6,25,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-15,7,41,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-15,8,51,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-15,9,64,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-15,10,64,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-15,11,54,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-15,12,64,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-15,13,44,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-15,14,46,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-15,15,57,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-15,16,58,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-15,17,76,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-15,18,66,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-15,19,68,µg/mc
"Via Bolzano","Biossido di Azoto",2013-11-15,20,49,µg/mc
